Lambda0,amplitude2,time-scale2
3.1321258293999787,0.9435817353047463,5.530181675446539
2.9970520433474253,0.9770911508143635,5.029448151436838
2.3653434185284463,1.0534816665478952,5.732160147673147
2.380510258763155,1.0457606666308172,5.7199067420962475
2.795271150473634,1.0649481990711058,5.835597229242923
2.494087925811473,1.1030189338627825,4.934161798727871
2.8105090989811377,0.850496597318164,5.0199188485381
2.38168038551805,1.0742166742630763,5.876296380544038
3.0484994581262805,0.93136061595751,5.117245150675659
3.0680900980625743,0.8767254884655614,4.747946164802313
2.297594578783618,1.1331776605628314,4.775224057714328
2.1570951306257657,1.099092027483658,4.748204863758624
3.305310438495254,0.8340658124050606,5.332440779569721
3.040191369895267,0.8470104684763933,5.166565489492625
3.0625195425217586,0.9201617226244941,4.954679500105204
2.3459280531173956,1.0543855715217674,3.5905874976784133
2.3403133301901593,1.0083075911383335,6.191032751970245
2.4291760086339877,1.5509426571643088,7.239809884886606
2.532006888489291,1.4078839913221513,7.353697428568131
2.2980177489306275,1.6660831023631908,6.540543207154223
2.3921190510375596,1.7207550783140662,7.8345622135632755
2.068734635929624,1.6077788554924273,8.421989875271446
3.187859370519668,1.2614597937386958,6.443280439534311
1.8346323270708487,1.6083295557627255,6.04852071472197
2.6363287120555627,1.6863335601798917,6.839370321690505
2.196016927722835,1.6543420822204098,7.049283978732201
2.309593174887669,1.355346609412651,6.269994938039925
1.473056379444526,1.4828210257314376,5.668145881325579
1.4488997015125245,1.5064116985372407,5.425529916467234
1.479651433258809,1.535445034610473,5.319936867106223
3.3330086717093828,1.1562056833765166,5.506335050243965
2.1075275538275466,1.168586643752669,5.5369736148926965
2.5913735485766134,1.1076920790489535,6.375196930016138
1.745631159498109,1.1919066110252288,6.039274152756744
1.8268836452307238,1.0556200812863765,6.242024708442561
1.8302933365995595,1.2694797882579376,6.996337356840032
2.0038159236870503,1.197713501914665,6.427828463027634
1.756103355408534,1.291245896370017,6.276832911050628
2.4428639064771596,1.2009902264074264,5.431950964164095
2.1756383563477444,1.1753403673645872,5.149845317724579
2.49319488154101,1.127824798006568,4.935008582446811
2.628653334767554,1.1736461265040117,5.310939532501958
2.6117356133051506,1.0504270795365316,5.519470684116075
2.428117796633689,1.6335553663741942,6.464415336398042
1.7815268258761752,1.6818099697122069,6.874814806667531
1.874733471248038,1.666400152215441,6.634591479400054
2.029031632958402,1.4336937210340612,6.27632224835688
2.0800780719144085,1.398047662060062,5.674512696754527
2.4033632359975727,1.0763386028732351,5.259868265307426
2.472608371675371,1.0410222469309995,4.771552223512554
2.4964920415638088,1.1226069468013669,5.095194539166374
2.490768327862077,1.0434012872741154,3.7414164682180093
2.2681403526061734,1.0942848936789698,5.768534509334626
2.276641497112889,1.2227701148647552,6.143220700844849
3.2167419781188658,1.1115448868482054,6.0900023139818416
2.773845024899222,1.3442622047582544,6.92535728016242
2.9294869400438643,0.9263516921383425,4.637270513024935
3.5494195742313157,0.8924971288167067,4.574654049132022
1.796360646651484,1.4654917874254179,6.2665765840272565
3.831401219683804,0.8334430020805624,3.864587511816953
2.411120490330436,0.9267448895782914,5.553841071389919
2.6939345344958916,0.8236564202873874,6.150801397450993
2.4900270752317915,0.9932273278597389,5.824466647046879
3.127583509791729,1.4337937450768878,6.9202803610035994
2.73998892014651,1.2352671287589152,6.023534855770759
1.4911613670321822,1.042216385484777,5.461458038689423
2.311399153288721,1.0106648254197095,4.662854838495436
2.5428695637421868,1.0619862758427547,5.003694634875865
3.012572951061994,1.0086881851531608,3.81255859228113
3.2575096438823263,1.0573998893086805,5.7094673336988
2.740500300337883,0.9723873761476389,4.796148529018731
2.658823568438403,0.9965539036162196,6.764508337877577
1.5299539596399943,1.4134283274722603,6.902070325881549
1.824967076851879,1.3003022930568493,6.748180615327654
2.116903299727737,1.2445534677032093,7.228276442084874
2.8669725356817812,1.3176713895167558,6.0319421749724516
2.325907685025851,1.3810543771721724,5.260625981860752
2.0618506889639097,1.336711118629603,5.027711968976807
1.9975533220154524,1.2478176726014718,5.654066962491915
1.9234619260498749,1.210410673769247,5.241851164215024
3.2310735252490232,1.0948248459418979,6.5062383690277175
2.31853880407179,1.253386897437283,7.367352463360692
2.1562910561643416,1.2639257545959797,7.2653971060030935
2.5199898698049603,1.2382561452961929,5.63931831533854
2.390940873979523,0.7648603741572889,5.93299840718562
1.3185079719136132,1.284818858702441,7.484573211506944
1.6350232321994682,1.325945154214235,7.883819647993648
2.80119784876211,1.1412259178670778,6.8256381087675955
1.6739989096888246,1.70988118234624,7.163660922453909
1.8414611142236001,1.5197395021933962,7.035119479072516
2.8925800453647446,1.465843857930563,7.508120969652197
2.733871228125669,1.6670164240541359,8.038030440799671
1.5835912908280476,1.1732308532954896,6.240662123462229
1.6090195338973614,1.2632061386241316,6.256969083618625
2.5664056810270997,1.1559331098063528,7.33004941714758
2.4122493110308754,1.255327067386925,6.931750234711831
3.0001728408983412,1.1139582637750856,6.921665538473848
2.4091989679945187,1.2592992528680802,6.14711515046611
2.2796575803920196,1.1238290352236868,5.972139291961994
2.3656080267273127,1.1920834993828247,5.498596686134048
3.090473359411031,0.9379979383584716,5.563171304377636
2.244704193527619,1.1442322510496448,5.238741750941534
2.0509922058596217,1.1669776235926164,5.47863510528952
1.9773192030746007,1.1835374960291911,5.0959536604669315
3.3452351521618073,1.078689823135315,6.435762487214145
2.727955977474059,1.1888507278190776,5.906411360032687
2.1191768028700526,1.0627224790985432,5.692372888415786
2.755002563375175,1.072994800928595,3.661542421877292
1.7250988817961537,1.11050759615551,4.722802066496333
2.514872651945365,1.0928628542570717,3.7839485756011726
3.094340743895561,1.219165782621168,4.750939452123914
2.449482310851642,1.2931385714185082,6.66285417695642
3.0862783848271604,1.2443074146192326,7.038921660300684
3.175320756981114,1.2484434456524858,6.230111510691322
2.419767631775476,0.8503874359819232,4.923718387259278
2.3224061527080084,0.8404088978585668,4.662863365114811
1.967563339552052,1.120555717320213,4.943276279885178
2.66812987578759,0.8519286222381774,5.0752466099651325
2.0460318229754435,0.8761613429272314,5.7025355999849605
2.2392456616058083,0.8684122130274856,5.5319194361629185
2.0884143317109967,0.9885099569076202,4.9054608526524435
1.8759021130152487,1.060696282005015,4.757676288134665
2.829755814073575,0.9119425843640526,4.391783810170247
2.2573026313541793,1.0383202113559413,4.764778018333714
3.14881197766925,0.798549759467096,4.629193292760881
2.332129129128724,0.914987975232517,4.5718038136735215
1.9938130272729764,1.1371080724468567,4.771742339835732
2.794180396437084,0.9462478360092551,5.824699764447525
2.582925931982187,0.8944673170414846,4.825376098581691
1.8820130164666964,1.0037320988412544,5.46674437381172
2.39065179486612,0.9852898562293838,4.858659120594416
3.4333357148126926,0.9100160742254567,4.743012832380858
2.689355130769946,1.0303269290426378,4.858346498025215
3.2761022845818206,0.9745064161182584,5.177916160636229
3.258846366129164,0.8921906791770042,5.46308410049866
2.3404561619866193,1.1827268002467175,4.8120349679571595
2.52528186821628,0.9528755148672222,4.506022221538406
2.5874494977910993,0.999214692834439,4.447871270451182
3.349430294815109,0.8565157602349524,4.958297298682647
1.9643129150375287,0.8229493068975234,5.301110350100126
2.075475997229615,0.9326642593946635,4.717334448797616
2.81811528065639,1.022436111853383,4.350185359261181
2.0825678724046255,1.0537031958795737,4.547808131916631
3.2687441354763775,0.940781045455384,4.649064651443126
2.778631649545961,0.9972472438887615,5.474964494972762
2.351970083692983,1.4580993738995682,5.153036905738365
2.1346506467488604,1.471803034480462,4.932152163004501
3.1324683310188073,1.497238526301153,5.220804365172451
3.05091983360528,1.6077389249020255,5.160082223247767
2.8371438742016504,1.7970294473441957,5.5682592287248545
3.047561338825974,1.735515042294509,6.3888481410889675
4.080398632335801,1.5098857197534172,6.032063912947884
1.1121959372295498,1.220401855970538,6.454137320563566
4.146695325709415,1.1108409695210986,5.195084362307351
4.571903278823522,1.137132585921518,5.064738208345539
3.264242029427121,1.3588738292682208,6.659359365770817
2.073163246425919,1.0379708006628368,5.460951681162222
2.9001858660421624,1.1339008446153565,5.305120921777391
2.2268831501682618,1.1150048188508301,6.909807285706306
2.750241815677842,1.1386525787129176,5.3951577493065885
2.9869002934528006,1.3143760686725945,5.562892019487811
3.141653302148769,1.4173109793737584,7.043850635789729
3.2998910781154263,1.2675341493510113,6.426778340028425
4.44366179215139,1.2204923673928187,6.453000496033033
1.658990270289971,1.2636922202803487,7.110251671751532
2.576436350488036,1.3461393496441107,6.617119279146629
2.1897230727994126,1.0816276276774677,4.838546792966924
3.3734352419786817,1.084579480977486,6.61506153611831
2.186630142300001,1.2916714986786328,6.948689725535354
2.423535253300638,1.4654905931463003,7.283970675224025
2.166957829219007,0.9865244068848301,5.88991023182447
1.676642149342093,1.235320257861039,5.2704769018090465
1.771841188410485,1.2051935022863827,5.768220237023165
2.658207445832184,1.1205729690164157,6.056496556447435
2.817524005603265,1.2162312122627414,5.45243353602809
2.7529154155036712,1.2343951587010626,6.6429146775408805
2.387292400539449,1.298497563116242,6.1939267060825856
3.198656027741993,0.9670629362897833,4.96173033022204
2.8830824451906865,0.970829600774093,4.788345120822864
2.5825950895426177,1.1142261947334027,5.886005648902757
2.2083685191841536,1.337951147803644,6.641115489211418
2.7709714107054277,1.3276652890989682,5.962361208604499
2.5891675190511503,1.2181201773353814,6.166278035360405
3.215787274768553,1.0200517584763376,4.803088177555322
2.68562895818398,0.9779345572708019,6.578464161843473
2.794015485430335,1.150674562797648,6.141757389585474
2.914130732064334,1.1030076794119077,5.171581268047748
2.034429441600392,1.3860446781103302,5.342885670453104
2.9573590476186635,1.198212000718634,4.088642941837205
2.357221127128602,1.2535043857092247,5.840982263027756
2.623237355951565,0.9994675002317578,4.619898253538231
2.053930529930069,1.101715311169195,4.304703668527667
2.6072837592992464,1.0024148905295398,5.614936906176269
2.572297934040922,1.0522691270914284,5.522451679882215
2.1801969265218006,1.2190995577747512,5.860564962160413
1.9702874032492734,1.3026061154023896,6.51666103682202
3.0241818795860502,0.8287326512735261,5.288235563113956
1.5584232246087406,1.1211555231366395,4.866326187371935
1.6467278202454005,0.9623486212351949,4.919330228706218
2.9020693415615675,0.836407630220968,5.059280697868172
2.6247336776046803,0.9322501701930488,5.006055871966273
2.2735208510598617,0.902773938582105,4.437474355711906
2.1788530678052225,0.9322617862879714,4.599994596443505
2.8041332191345965,0.813936061091821,3.9519323464600355
1.853757487816026,1.156393503131121,5.321263624730854
3.692490607362243,0.9232807091890367,5.033701172563215
2.091685638071861,1.1436350435829685,4.588898485768306
2.0918706303288506,1.009780017560647,4.268164175360438
3.2787194699251985,0.7485202554586522,4.548235912876835
1.6556322203568543,1.4359041671737938,7.093285202047626
1.7968000806142332,1.488773845461613,6.962217129489239
2.099093207430981,1.258381575159901,6.370777847315767
2.339525186546116,1.4375659150136713,7.449155862697318
2.047874484032605,1.51553763313788,6.872711944240973
3.186633907042324,1.302408786210687,8.229979626439789
3.3899629867838716,1.4789007151432567,6.324409604059738
2.625991446180573,1.314121469659822,8.139699248192299
3.02739665690327,1.2400252418147404,7.284493976589223
2.675305285215022,1.2115194103525107,7.2980520335004035
2.5069550600990618,1.6253849851694073,6.249940191648536
2.2488843051082035,1.7108422845402629,6.193134352733375
1.7691638976555042,1.6475153070943003,7.3236957497451485
2.401217291496868,1.5749650877783967,7.970832879175228
2.300338105970879,1.3318236168182596,7.06114369833462
3.5873694983343634,1.1067142284126605,6.907744708056902
2.053204693439139,1.4576552894286987,7.5741512024801905
1.9418727754277665,1.4289542243113884,7.154371142896148
2.9290626403689664,1.2073477014294862,5.617801641984701
2.5031290384804072,1.757802364198465,5.699953513491156
2.28768550744334,1.4257286299102867,6.6001458678549145
2.3815391181463754,1.4570352648297082,6.948310458645209
2.3272038473509133,1.1117824858570062,5.896439758711925
2.689484805156294,1.0782708798319574,5.180418681424184
2.796961883937896,1.0167806889692146,5.378214246236262
3.050583631195773,0.9848749475436166,5.668994901978451
2.613573997820238,0.9399795895086583,5.099916050792031
2.07539553086356,1.1918444667381205,7.48308737831629
1.9087072345841787,1.5838284498635842,7.602729955956389
2.2297317177506097,1.2592276319298847,6.519995128423884
2.3272251609364147,1.2501124482169501,6.558166370192193
2.7494260207551613,1.123331649729501,4.53604888802012
2.189117325301969,1.107635623637631,5.036196074428568
1.9348020756917736,1.044292289527824,4.163508851594467
2.546908727006071,0.8912777292167192,4.373807103741397
2.006344427799932,0.8640284612607262,5.214827916791353
3.113317374030216,1.0473088595679199,3.9513484195132826
3.0805204875239554,1.0782656246981974,5.022131528921822
2.8522642014491937,1.0084646647543465,3.993348070946916
3.0216680172697554,1.052403570876377,4.366754795765534
2.7366733603257796,1.1155135756455368,4.051052895856676
2.396086810190478,1.0136179675781551,6.276866506954651
2.047357380631062,1.1726704409578141,6.163432280480208
2.658680025342517,1.02469160954938,5.636444740327001
3.0288447241942635,1.3668123099403253,6.241984634745232
2.928681505172847,1.2799683866182294,5.946461246644403
2.3028837959373614,1.1967737955951272,6.343077734926734
1.3097576102779005,1.4468168302844477,6.43265873884177
1.5295383635717914,1.3541299494097045,5.981283717422904
2.884007983896811,1.0723621340603797,4.863046584474018
2.4313046245294796,0.9980786731934044,4.113359340931683
2.642858580234024,0.9543430613639536,4.406599037562327
2.370848699710768,1.2644272399590837,4.576285356818149
3.2176341678041145,1.2065343603458996,5.126939675330118
2.9332226658141844,1.3260325158164386,7.523519031744247
2.894612315807511,1.061669868042612,4.676405343192607
1.7599314551090142,1.1522087114952984,5.162446171624374
2.1881919557449065,1.0985141007223058,5.186601572513565
2.633322719123929,0.9494876465354584,5.791902047285796
2.3448261839876983,1.0349336999109042,5.5879760066900905
2.3538854879347313,0.9280128599856229,5.572004346204551
3.3441844060824035,1.044444131328221,5.098275809190433
3.1506616152233367,0.833803391335158,4.37602497140009
3.2634335714029192,0.9189829226137447,4.089274755488746
3.319652819349898,1.078461234687819,4.9136103745080195
3.1672571377617924,1.148993721500434,4.939975187620313
2.549843916785237,0.9356683421985801,5.608173075851606
2.5358128305064787,0.9159739462928526,5.70554079747574
1.7559821252644643,1.0375684705881274,4.109085347452913
2.526855330686186,0.8817486696360063,5.007453888202931
2.383677531708089,0.9974689721890052,4.935008362730717
3.0408677863665514,0.8499779735790952,5.8864165161729884
2.508643509048427,1.015823703422681,3.697274380674871
2.4243754306073795,0.9854465090812222,4.309753251429058
2.6942368946654267,0.9853730282114213,4.371481408989083
2.1461646928452494,1.121494517163566,4.3979275578232
2.659493748469733,1.0096747291709407,5.758011964944482
2.0735673030812944,1.0398480860826795,5.466344148549953
2.1916380190725104,1.0023119028721212,4.983951445786425
1.8593909571806646,1.038892724180091,4.787467805555224
2.5885285592333833,0.9463862663526269,5.454320296873226
2.1047323537939535,0.9913750748113866,5.135157768243568
3.442019466141222,0.9282092380069392,4.989083886240692
2.2398418465294,0.8858137426607671,5.047725468643763
2.0104643725524687,0.9378254560577564,4.3558346132288825
2.2437285494595436,0.9394009494310137,4.5765218418004565
2.296764610019627,0.8970779225439972,4.203589825908354
2.5477665289495253,0.9278518506551799,3.6194506496147953
1.6682884743441613,1.0050881552902833,5.178544929041941
1.67851639979562,0.9878096268325997,4.95887054949767
1.5237640215373562,1.036535667666866,4.683029624439679
2.321963097455598,0.9079105340642363,4.323535112357653
2.5641850304405818,0.8537353514534072,3.596245725166017
2.932537835864782,0.6612885736922384,4.522270348336136
2.008668145859172,1.1301412886778701,4.4629608515834045
2.0268638221491306,1.1587582684350246,5.702632797084467
2.0540284310944634,1.039303281618672,5.580999740392891
2.3919618058046637,0.9664530364410091,4.865238231496886
2.400551862118298,0.8505883653114317,4.8113266321651915
2.6798718874489147,0.8229861392268849,4.2825011941104485
2.1022614904182864,1.0898152308685662,3.713792890103936
2.5565565433881314,0.9517712138782188,4.140791492519447
2.8539371876768196,0.8321565332494992,4.223855665916123
2.7509905990999473,0.7499170867557948,4.847366636793761
2.2690053806336046,0.9691701809154503,4.9122887967641145
2.0946837649203562,1.1295117537408552,4.293512486405776
2.5306203199995703,0.7730779321824709,4.87379644588553
2.9969745063103126,0.7435878675964561,4.173301087800957
3.135349107245198,0.7038909081749583,3.864308284659942
2.1933810977331016,0.9252038118514021,4.189610516200412
2.4793680013002897,0.9383194715071499,5.7776879975680675
2.597873261626792,0.7774674503183818,4.618431920085409
3.111043062405208,1.0684016801230192,5.001371795019888
3.1111727043607926,1.0919378186447355,4.420658030539111
2.804626384813462,0.8261129343723393,4.239009268783068
2.3672624665510167,0.9469552708808757,4.508755630298305
2.5395034232464893,0.963262594162078,4.555380839862341
2.2607563661702237,1.0259909215648024,4.4136328943185985
2.4050550972512066,1.0256480043311214,4.188755400639477
2.5171354239557324,0.9296379633965031,5.364414496044787
3.524224962405094,1.1497228374649182,4.64816599137943
3.1673696703606034,1.0353086222331,5.764547918107704
2.7829807743543067,0.9832262523354571,4.67663541466923
2.995393467081283,1.0741057397646891,4.238267269374995
2.6301835243206484,0.8874417418907818,4.549307998693081
2.456316248751645,0.9835874854788647,4.088646429736976
3.018935687189444,1.080667115654542,4.0343996197484895
3.0011941266274498,1.2166425549722686,4.502996432870836
3.15943536989576,1.2202382979718014,4.601417626262563
3.197389291894662,1.2613066701297946,5.306354596095222
2.260177156582127,0.9188902400231979,3.991824955409871
2.900087863487157,0.9218282423419224,3.8276922685440025
2.6884586976432514,1.075676453867309,5.705441200290779
2.3351666752119455,1.0443059768132965,7.059599069879733
2.139038637551602,1.3595646002402544,7.074602408959358
2.3500490443800732,1.2314991929944805,6.321694984896354
2.2855480218834106,1.1748611742080355,5.658883180087745
1.9140092497606969,1.0464534147124338,5.6799074991649645
1.9068877203178054,1.115444670380166,5.413444724845581
2.6821360992900676,0.9117116538298669,5.446668477370566
1.6153499753251537,1.0532945954054438,5.189488737452277
2.739050928515367,0.8848427697901552,4.634251800710349
3.0652172517786354,1.3320159171184118,6.605239463731024
3.982422555357625,1.0741393140031863,6.3161655432414365
2.9602661675101425,1.2189012811890185,5.390665242269802
2.91965443996288,1.0342836091180692,4.959400254590405
2.4779801777168387,1.318842435862948,5.2050097665295665
2.3496837023298656,1.3315428510141067,4.910834439953266
2.8399700387585205,1.10687175859097,4.7124172822381425
2.28313519583548,1.4272116477128536,4.495588333378275
3.732686733052293,1.2379518030682757,6.105184823851629
3.312687637618816,1.4000284654656077,4.476659960635621
2.943828308850389,1.2581668870935983,6.001106369612898
2.9383476744203416,1.2547787331511775,6.507560572446985
2.880600551690159,1.3039215406810656,6.026204276297926
1.7623960200225424,1.1834511103121392,5.510343375004101
3.1193288126673604,1.0095135490183844,5.286942201003485
2.3716174317794687,1.1210379076294252,4.7771207081477485
2.471925641695534,0.8741767760347765,5.325926745945335
2.47026880383528,0.7847050890815643,4.46514870357864
1.8873422921490715,1.1852022982560697,4.65587742348931
2.930247879657033,0.9756673625108492,4.914121138529051
1.7538313331515665,1.2645154374760825,4.920385521312048
2.549474125223559,1.026509646211129,4.420801520513028
2.746860152840076,1.0961612701673502,3.702898331081181
2.6690729459823874,1.0643850039634521,4.6330136766985905
2.9302924786366473,1.0828738508426965,5.032776691396549
2.560479449373169,1.4242273251911934,5.134313331073814
2.2638771212916438,1.0068410595716686,5.801863956482442
1.7590895431134224,1.2154054358444013,5.270536114259819
2.5751572403065044,1.0900820422093196,5.086539123075293
2.0593772199055467,1.101747639307878,5.133585612137985
2.835710410140055,1.0771172654531638,6.33649812889008
2.8774587912990053,1.1319407212222554,6.445886667659541
3.2052423356771387,1.1263428592607947,5.507331934747543
2.5603557354822315,1.476581645646113,6.383050937767764
2.9776765874290207,1.4226160300396344,6.812153151403623
2.11727209170006,1.302335615514555,4.5934865548696475
2.3640761641745502,0.9903571220809678,5.7952352068906166
2.8120859816815162,1.043238966386116,5.306848465213032
3.0321174548147773,0.9433708623633648,5.839256950239982
1.956343967971083,0.9262766702397918,4.850703008815021
3.013349023177257,0.7413075313971281,3.993594102991855
2.3467653241676305,1.0319233129144485,4.707747392960471
2.908445446552596,1.0187161290633986,4.610771335467039
3.1809655996231223,0.8307191442790667,4.062410021513343
2.3827220656188026,1.0735380945767925,5.7800269402759445
1.9332277952720645,1.0553962787455493,6.062810539945344
1.9876174050105961,1.1961678392354036,6.54536681139765
1.893885095579457,1.4339447691500198,6.822689156904314
2.8959569337178475,1.0821203688846537,4.4369953077957245
2.7489065531121777,0.9500447548858507,4.457807310550905
2.1406488204817955,0.943202642255927,5.072229437192998
2.5145254378579494,1.0332055688015687,4.917770892440881
2.168525010871907,1.0655586085120217,4.834621704326146
2.1515346439751015,1.1128329529937846,3.928674859925015
2.1499152081282245,1.0604540980503152,4.217340874604213
2.593744044322072,1.0030648430179774,3.797502315815477
2.6865514117752425,0.9177111494188936,4.038799944947376
2.3143486189343614,1.0059629166134971,4.446753035361755
1.9085554051078306,0.963811823287922,4.493504069003623
2.183077068253554,1.21977677042831,4.560313514202426
4.665298453460348,0.8377920206777335,4.348061336849823
2.67948676325179,0.8784333460104613,3.9712424017953323
2.6881606278268713,0.8765893735478539,3.860309957349445
2.2849857177353274,1.046566805813696,4.350712328477245
2.4974358324439905,1.1065521087339185,4.560331818464393
2.73547337367714,0.959523171541739,3.9691206597440254
2.3371132958952576,0.9064318943004106,5.282574114645967
2.6394876919853987,0.7915339635953054,5.220301774884728
2.700271345225706,0.870094883127433,4.423119210624899
2.2615189555128694,0.9535206948318068,4.213820553700861
2.4139360664407135,0.9090487952022006,4.317235097633141
2.4016027989518536,0.9281293590733282,4.710785897110743
3.936206682834174,0.8464392287444006,3.9461265335770377
3.8728869901465797,0.7554652368888554,3.650247757392274
2.571482906879502,0.7468919905433032,4.324023514472465
1.9981132015990122,1.2150335642285615,5.573081574346498
2.72350675749753,1.2730617643232414,5.566121953871331
3.2853887574885956,1.3346296276385363,5.719276138066473
2.0868069314641335,1.2309193240686247,5.186050706730217
2.52619767274476,1.2897598955917866,5.066045983330562
2.3819546116148698,1.3420762921780849,4.859049530899868
2.758660765463587,1.1116076701956765,4.91393589052951
2.1863972083249195,1.4303350167150393,5.280686176346307
2.003001588780726,1.0606794966511868,6.038551874009872
3.1053544142955145,1.063299888527049,6.008115104543779
3.2767147917141872,1.0241156508664702,5.157447897246119
2.565840908584832,1.2077372220806337,5.718127530816334
3.436646229068252,0.9935943240606402,4.032951014325506
2.82995122402224,0.9063678225680332,5.003309831134153
2.4768247517464,1.1731785942324022,5.115955094141407
2.614585610299604,0.880651828028245,5.14242026267112
2.4691216547635078,0.8715324138985368,5.3732786184702555
2.7565494798546357,0.7102589052754769,4.763193787298828
2.8412189533260435,0.812181959395485,5.4745777053200175
3.3921359634386796,0.8327268832394497,5.2579706319444135
1.7506849098540493,1.5321648818101439,7.217505741502053
2.818250638551208,1.12020238826673,6.598546028257894
2.6308500906981704,1.016836152771727,7.013158174898557
2.5663618063290965,1.0273001402824153,4.310103218421048
2.6283634660956836,1.1242525129361798,4.842481073452558
2.3932347020303153,1.1439643907937793,4.807047370523138
2.1048084040997703,1.0605366754768082,5.213623116895034
